4f66A1.pdb1	4f66B1.pdb1
6h01B1.pdb2	6h01D1.pdb2
5w78B1.pdb1	5w78A1.pdb1
2w7zB1.pdb1	2w7zA1.pdb1
4w78C1.pdb3	4w78D1.pdb3
4w78C1.pdb3	4w78G1.pdb3
4w78D1.pdb3	4w78H1.pdb3
4q5uC1.pdb1	4q5uA1.pdb1
2w73M1.pdb2	2w73O1.pdb2
5tbyA1.pdb1	5tbyB1.pdb1
2w7vA2.pdb1	2w7vA1.pdb1
1w70C1.pdb1	1w70A1.pdb1
1w7pA1.pdb1	1w7pD1.pdb1
3cuqA1.pdb1	3cuqC1.pdb1
1w7pD1.pdb1	1w7pC1.pdb1
4w7wA2.pdb2	4w7wA1.pdb2
1l2wL1.pdb4	1l2wH1.pdb4
1jyaA1.pdb1	1jyaB1.pdb1
3l2oA2.pdb2	3l2oB2.pdb2
3l2oB1.pdb2	3l2oB2.pdb2
2l2tA1.pdb1	2l2tB1.pdb1
6caaB1.pdb1	6caaA1.pdb1
4pb2A3.pdb1	4pb2A1.pdb1
2l27B1.pdb1	2l27A1.pdb1
2l2iA1.pdb1	2l2iB1.pdb1
3l28B1.pdb1	3l28A1.pdb1
1l2gB4.pdb3	1l2gA4.pdb3
1l2wI1.pdb6	1l2wK2.pdb6
1zt4C1.pdb3	1zt4A1.pdb3
1w98B1.pdb1	1w98A1.pdb1
2v5pB1.pdb2	2v5pC1.pdb2
5l2dA1.pdb1	5l2dC1.pdb1
6msnA1.pdb1	6msnB1.pdb1
3l2jA1.pdb1	3l2jB1.pdb1
5f5pC1.pdb1	5f5pD1.pdb1
3l23A1.pdb2	3l23A2.pdb2
3l31B1.pdb1	3l31A1.pdb1
5l23B1.pdb1	5l23A1.pdb1
3l2hC1.pdb1	3l2hB1.pdb1
3hguA1.pdb1	3hguB1.pdb1
2l2lB1.pdb1	2l2lA1.pdb1
5b3hE1.pdb2	5b3hF1.pdb2
5b3gB1.pdb1	5b3gA1.pdb1
5b3fA1.pdb1	5b3fB1.pdb1
2b3gB1.pdb1	2b3gA3.pdb1
2b3gA3.pdb1	2b3gA2.pdb1
3b3qF1.pdb1	3b3qB1.pdb1
6b3xB1.pdb1	6b3xA1.pdb1
6bfcA1.pdb1	6bfca1.pdb1
3fbkB1.pdb1	3fbkA1.pdb1
5b3dA1.pdb5	5b3dB1.pdb5
4b3hB1.pdb1	4b3hC1.pdb1
6b3qa1.pdb1	6b3qA1.pdb1
1b33D1.pdb1	1b33N1.pdb1
3b33A1.pdb1	3b33A2.pdb1
2b3tA1.pdb1	2b3tB1.pdb1
3l9wA1.pdb1	3l9wB1.pdb1
3k67A1.pdb1	3k67B1.pdb1
5vaiB1.pdb1	5vaiR1.pdb1
6b3jR1.pdb1	6b3jP1.pdb1
5vaiR1.pdb1	5vaiA1.pdb1
6b3oA1.pdb1	6b3oC1.pdb1
4f7uB1.pdb1	4f7uA1.pdb1
1y43A1.pdb1	1y43B1.pdb1
3tr3A1.pdb2	3tr3B2.pdb2
5trlB2.pdb1	5trlA2.pdb1
3kuuB2.pdb5	3kuuA2.pdb5
6n0iB1.pdb1	6n0iA1.pdb1
3t5vC1.pdb1	3t5vB1.pdb1
5ubpB1.pdb1	5ubpA1.pdb1
4trqE1.pdb1	4trqB1.pdb1
3trtA1.pdb1	3trtB1.pdb1
4trhA1.pdb1	4trhB1.pdb1
2trcB1.pdb1	2trcP1.pdb1
1a0rG1.pdb1	1a0rP1.pdb1
5truh1.pdb2	5truc1.pdb2
4r7eA2.pdb1	4r7eA1.pdb1
4tr9B1.pdb1	4tr9G1.pdb1
1tr8A2.pdb1	1tr8B1.pdb1
3ru6A1.pdb1	3ru6D1.pdb1
4tr2A1.pdb3	4tr2B1.pdb3
3lncA1.pdb1	3lncB1.pdb1
3trcA2.pdb1	3trcA1.pdb1
3trbB1.pdb1	3trbA1.pdb1
5xhzD1.pdb2	5xhzB1.pdb2
4xhwD1.pdb3	4xhwB1.pdb3
4xhuB1.pdb2	4xhuA1.pdb2
5xhxA1.pdb1	5xhxA2.pdb1
6i3vB1.pdb1	6i3vF2.pdb1
3fxaC1.pdb1	3fxaD1.pdb1
4xh2a1.pdb1	4xh2A1.pdb1
4xh2a1.pdb1	4xh2B1.pdb1
1xhnB1.pdb1	1xhnA1.pdb1
5cx6B1.pdb1	5cx6A1.pdb1
5nslA1.pdb1	5nslA2.pdb1
2xheA1.pdb1	2xheB1.pdb1
1xh3A1.pdb1	1xh3C1.pdb1
3k1jB3.pdb1	3k1jA3.pdb1
4xh9D1.pdb2	4xh9E1.pdb2
1ufyA1.pdb1	1ufyA2.pdb1
2xqyK1.pdb2	2xqyE1.pdb2
4xhjC1.pdb1	4xhjB1.pdb1
2xqyJ1.pdb2	2xqyE1.pdb2
4xhjA1.pdb1	4xhjB1.pdb1
4xhjD1.pdb1	4xhjB1.pdb1
1xhmA1.pdb1	1xhmC1.pdb1
1be3G2.pdb2	1be3J2.pdb2
3pvsA1.pdb1	3pvsC1.pdb1
3bg1G1.pdb1	3bg1H1.pdb1
3bg1G1.pdb1	3bg1F1.pdb1
3bg1E1.pdb1	3bg1A1.pdb1
6c6zC1.pdb1	6c6zA1.pdb1
3bg4C1.pdb1	3bg4D1.pdb1
6bghA1.pdb1	6bghB1.pdb1
6bggA1.pdb1	6bggB1.pdb1
3c8wD3.pdb1	3c8wB1.pdb1
2bg9E1.pdb1	2bg9A1.pdb1
2bg9C1.pdb1	2bg9B1.pdb1
1w1iA1.pdb1	1w1iF1.pdb1
3bguA2.pdb1	3bguA1.pdb1
2i9iA1.pdb1	2i9iA2.pdb1
4bg9A2.pdb1	4bg9A1.pdb1
4bg7B1.pdb1	4bg7A1.pdb1
1bg9A2.pdb1	1bg9A1.pdb1
1bg6A2.pdb1	1bg6A1.pdb1
1bgxT1.pdb1	1bgxL1.pdb1
1bgxT1.pdb1	1bgxH1.pdb1
6ca8A2.pdb1	6ca8A1.pdb1
1g6oB6.pdb2	1g6oA6.pdb2
1m0iB1.pdb1	1m0iA1.pdb1
4lzjC1.pdb2	4lzjB1.pdb2
3m0aC1.pdb1	3m0aD1.pdb1
3m0aC1.pdb1	3m0aB1.pdb1
2m0jA1.pdb1	2m0jB1.pdb1
2m0bA1.pdb1	2m0bB1.pdb1
2m0mB1.pdb1	2m0mA1.pdb1
2m0gB1.pdb1	2m0gA1.pdb1
4m03A2.pdb1	4m03A1.pdb1
5m7oA1.pdb1	5m7oB1.pdb1
4lqkA1.pdb2	4lqkB1.pdb2
3l9qA1.pdb1	3l9qB2.pdb1
5dh2A1.pdb1	5dh2B1.pdb1
3dhiE1.pdb1	3dhiE2.pdb1
3dhiB1.pdb1	3dhiC1.pdb1
5nrmB1.pdb1	5nrmA1.pdb1
4dhxF1.pdb2	4dhxD1.pdb2
3dhiE2.pdb2	3dhiC4.pdb2
1dhkB1.pdb1	1dhkA1.pdb1
5dhmA1.pdb1	5dhmC1.pdb1
5dhxB1.pdb1	5dhxC1.pdb1
5dhaC1.pdb1	5dhaD1.pdb1
4n02A2.pdb1	4n02A3.pdb1
1wwrD1.pdb3	1wwrC1.pdb3
3tuiG1.pdb2	3tuiE1.pdb2
6cvlB1.pdb1	6cvlA1.pdb1
3orfA1.pdb1	3orfB1.pdb1
4dhkA1.pdb3	4dhkA3.pdb3
2o2eB1.pdb1	2o2eA1.pdb1
5dhfD1.pdb1	5dhfC1.pdb1
4c31E1.pdb1	4c31B1.pdb1
1pfoA1.pdb1	1pfoA2.pdb1
4dhdA2.pdb1	4dhdA1.pdb1
6al0A1.pdb1	6al0L2.pdb1
3wkmB1.pdb2	3wkmI1.pdb2
3wr9B1.pdb1	3wr9A1.pdb1
5mmhB1.pdb1	5mmhA2.pdb1
1wkpA1.pdb6	1wkpD1.pdb6
2qtsE1.pdb2	2qtsF1.pdb2
2dp9A2.pdb1	2dp9A1.pdb1
2wkcB1.pdb1	2wkcA1.pdb1
5wk3D1.pdb4	5wk3W1.pdb4
3wkxA2.pdb1	3wkxA1.pdb1
2wknH1.pdb2	2wknF1.pdb2
3wkrF1.pdb2	3wkrH1.pdb2
3wkrF1.pdb2	3wkrE1.pdb2
3wkrG1.pdb2	3wkrH1.pdb2
5wk0A1.pdb1	5wk0A2.pdb1
4wkzB1.pdb1	4wkzA1.pdb1
4nxiB1.pdb1	4nxiA1.pdb1
3wktA1.pdb1	3wktC1.pdb1
1wkqB1.pdb1	1wkqA1.pdb1
1qlwB1.pdb1	1qlwA1.pdb1
5wknB1.pdb1	5wknD1.pdb1
5e4vA1.pdb1	5e4vA2.pdb1
3d2yA1.pdb2	3d2yA2.pdb2
1wkvA1.pdb1	1wkvB1.pdb1
2wk4B1.pdb1	2wk4A1.pdb1
4x7yB1.pdb1	4x7yA1.pdb1
2wkkA1.pdb1	2wkkC1.pdb1
3msuA1.pdb1	3msuB1.pdb1
3boqA1.pdb1	3boqB1.pdb1
5bopA1.pdb1	5bopB1.pdb1
5bo7A1.pdb1	5bo7B1.pdb1
3iaoA2.pdb1	3iaoA1.pdb1
3bosB1.pdb1	3bosA1.pdb1
2bo4A1.pdb1	2bo4F1.pdb1
3tmoA2.pdb2	3tmoA1.pdb2
5bovA1.pdb5	5bovC2.pdb5
4xsgA1.pdb1	4xsgB1.pdb1
4boqA1.pdb1	4boqA2.pdb1
3bowC1.pdb1	3bowA1.pdb1
5w1yA1.pdb1	5w1yB1.pdb1
2bolA1.pdb1	2bolB1.pdb1
5f47B1.pdb1	5f47A1.pdb1
5bo1L1.pdb2	5bo1B1.pdb2
5bo1A1.pdb1	5bo1I1.pdb1
1bogA2.pdb1	1bogC2.pdb1
1bogB1.pdb1	1bogC1.pdb1
5bowA2.pdb2	5bowA1.pdb2
2bo9D1.pdb1	2bo9C1.pdb1
6bo6A2.pdb1	6bo6A1.pdb1
5fqdB1.pdb1	5fqdA1.pdb1
6boyC1.pdb1	6boyB1.pdb1
5c3iF1.pdb3	5c3iH1.pdb3
5bnvC1.pdb1	5bnvB1.pdb1
5c3iQ1.pdb5	5c3iT1.pdb5
1bouD1.pdb1	1bouC1.pdb1
3bogA1.pdb1	3bogD2.pdb1
5szhB1.pdb1	5szhA1.pdb1
5dzyE1.pdb3	5dzyF1.pdb3
3sz7A2.pdb2	3sz7A1.pdb2
5b78A1.pdb1	5b78B1.pdb1
5szbA1.pdb2	5szbA2.pdb2
5szcA1.pdb1	5szcH1.pdb1
1sz0A1.pdb1	1sz0B1.pdb1
6m9kA1.pdb1	6m9kB1.pdb1
1sz2A1.pdb1	1sz2B1.pdb1
5szgA1.pdb1	5szgB1.pdb1
1sz3B1.pdb1	1sz3A1.pdb1
3fjvA1.pdb1	3fjvB1.pdb1
5fjdD1.pdb1	5fjdB1.pdb1
1jnrA1.pdb1	1jnrB1.pdb1
1jnrA1.pdb1	1jnrC1.pdb1
6f7lA1.pdb1	6f7lB1.pdb1
3fjuB1.pdb1	3fjuA1.pdb1
2fjrA1.pdb2	2fjrB1.pdb2
5fjsA1.pdb1	5fjsB1.pdb1
4ldtA1.pdb1	4ldtC1.pdb1
3fjyA1.pdb1	3fjyB1.pdb1
4begB2.pdb1	4begA2.pdb1
1m9xC1.pdb2	1m9xB1.pdb2
3epyB1.pdb1	3epyA1.pdb1
6fjyD1.pdb2	6fjyC1.pdb2
5fjlA2.pdb1	5fjlA3.pdb1
6fjwA1.pdb1	6fjwA2.pdb1
4fj3A1.pdb1	4fj3P1.pdb1
3fjsB1.pdb1	3fjsA1.pdb1
4fj4A1.pdb1	4fj4B1.pdb1
6fjuB1.pdb1	6fjuA1.pdb1
5fj7B1.pdb1	5fj7C1.pdb1
6mrvA1.pdb1	6mrvB1.pdb1
3mhsA1.pdb1	3mhsE1.pdb1
3mhsE1.pdb1	3mhsC1.pdb1
4fk5B1.pdb1	4fk5E1.pdb1
3mhsA1.pdb1	3mhsC1.pdb1
3mhsB1.pdb1	3mhsA1.pdb1
4fipE1.pdb1	4fipA1.pdb1
2fjuB1.pdb1	2fjuA1.pdb1
1fjhB1.pdb1	1fjhA1.pdb1
1fj2A1.pdb3	1fj2B1.pdb3
6fj3A1.pdb1	6fj3B1.pdb1
4lqbB1.pdb1	4lqbA1.pdb1
1lqlA1.pdb1	1lqlB1.pdb1
1lqvC1.pdb1	1lqvA1.pdb1
4lqeA2.pdb2	4lqeA1.pdb2
2lqiB1.pdb1	2lqiA1.pdb1
3mcuC1.pdb1	3mcuD1.pdb1
2a5yC1.pdb1	2a5yB1.pdb1
1lq9B1.pdb1	1lq9A1.pdb1
2lqcA1.pdb1	2lqcB1.pdb1
1lqbD1.pdb1	1lqbC1.pdb1
1lqbD1.pdb1	1lqbB1.pdb1
4lzpB1.pdb1	4lzpA1.pdb1
5ncmA1.pdb1	5ncmB1.pdb1
5lq4A1.pdb1	5lq4B1.pdb1
1lqbD2.pdb2	1lqbD1.pdb2
1lqbB2.pdb2	1lqbB1.pdb2
1lqbC1.pdb2	1lqbC2.pdb2
4r1qC1.pdb1	4r1qB1.pdb1
5lqbH1.pdb1	5lqbA1.pdb1
5lqbA1.pdb1	5lqbL1.pdb1
1lqgD2.pdb3	1lqgC1.pdb3
4lqxA1.pdb1	4lqxB1.pdb1
4zurB1.pdb1	4zurA1.pdb1
3wodD1.pdb1	3wodF1.pdb1
4zh4E1.pdb1	4zh4D1.pdb1
4mexD1.pdb1	4mexC1.pdb1
4yfkF1.pdb1	4yfkA1.pdb1
4h2wA1.pdb1	4h2wB1.pdb1
2meuB1.pdb1	2meuA1.pdb1
4pz1A2.pdb1	4pz1A1.pdb1
3me0B1.pdb1	3me0A1.pdb1
2mejB1.pdb1	2mejA1.pdb1
4tujF1.pdb2	4tujD1.pdb2
6me1C1.pdb2	6me1E1.pdb2
6meoG1.pdb1	6meoB1.pdb1
6meoB1.pdb1	6meoA1.pdb1
3mexA1.pdb1	3mexB1.pdb1
1s2gC1.pdb1	1s2gA2.pdb1
6me6A1.pdb1	6me6B1.pdb1
3mepA2.pdb1	3mepA1.pdb1
3lmnB1.pdb1	3lmnA3.pdb1
5mesA1.pdb1	5mesL1.pdb1
5mesA1.pdb1	5mesH1.pdb1
3cq9A1.pdb1	3cq9B1.pdb1
3eojA1.pdb1	3eojA2.pdb1
4aflA1.pdb1	4aflC1.pdb1
4mcwA1.pdb1	4mcwB1.pdb1
4me9A1.pdb1	4me9B1.pdb1
4me7C1.pdb1	4me7F1.pdb1
4me7F1.pdb1	4me7E1.pdb1
5me5A1.pdb1	5me5B1.pdb1
6d6yA1.pdb1	6d6yA2.pdb1
4d60L1.pdb3	4d60J1.pdb3
5i2mA1.pdb1	5i2mB1.pdb1
2zejA1.pdb1	2zejB1.pdb1
6bjuC1.pdb2	6bjuD1.pdb2
6d66A1.pdb1	6d66B1.pdb1
4d6kA1.pdb1	4d6kB1.pdb1
5d6jB1.pdb1	5d6jA1.pdb1
4bjhB5.pdb1	4bjhA5.pdb1
3bjkC1.pdb1	3bjkF1.pdb1
4d6qA2.pdb1	4d6qA1.pdb1
4d63A3.pdb1	4d63A1.pdb1
6d65B1.pdb1	6d65A1.pdb1
6d6uK1.pdb1	6d6uD1.pdb1
6d68C1.pdb1	6d68A1.pdb1
3d6wB4.pdb1	3d6wA2.pdb1
3cu9A1.pdb2	3cu9A2.pdb2
4d6tT1.pdb2	4d6tV1.pdb2
6fqaA1.pdb1	6fqaB1.pdb1
5d6aA1.pdb1	5d6aA2.pdb1
6d6iF1.pdb2	6d6iD1.pdb2
2d68A1.pdb1	2d68B1.pdb1
2d6yA1.pdb1	2d6yB1.pdb1
5d5yA1.pdb1	5d5yB1.pdb1
3pplA1.pdb1	3pplB1.pdb1
4d6uV1.pdb2	4d6uR1.pdb2
4rhmC1.pdb1	4rhmB1.pdb1
4rhsE1.pdb1	4rhsB1.pdb1
2ozkA1.pdb1	2ozkB1.pdb1
2rhkD1.pdb4	2rhkB1.pdb4
2rh0B1.pdb1	2rh0A1.pdb1
1ft0A1.pdb3	1ft0B1.pdb3
2qtqA1.pdb1	2qtqB1.pdb1
2rhmD1.pdb2	2rhmC1.pdb2
2rhkD2.pdb2	2rhkC1.pdb2
1rh5B1.pdb1	1rh5A1.pdb1
1rh5B1.pdb1	1rh5C1.pdb1
1rh5C1.pdb1	1rh5A1.pdb1
4c1oA1.pdb1	4c1oA2.pdb1
3qkwC1.pdb1	3qkwB1.pdb1
4r82B1.pdb1	4r82A1.pdb1
3rhtB1.pdb2	3rhtC1.pdb2
4opmA1.pdb3	4opmB1.pdb3
3sk2B1.pdb1	3sk2A1.pdb1
3rhfA1.pdb2	3rhfC1.pdb2
6owoM1.pdb1	6owoN1.pdb1
4rhzB1.pdb1	4rhzA1.pdb1
3nnrA2.pdb1	3nnrA1.pdb1
1yftA1.pdb2	1yftA2.pdb2
6qlgA2.pdb1	6qlgC2.pdb1
5gw9B1.pdb6	5gw9D2.pdb6
4rhpB1.pdb1	4rhpA1.pdb1
3rhwI1.pdb1	3rhwD1.pdb1
4u6dB1.pdb1	4u6dA1.pdb1
3r4qC1.pdb2	3r4qD1.pdb2
3vg9C1.pdb1	3vg9A1.pdb1
3vg9A1.pdb1	3vg9B1.pdb1
2r4iC1.pdb2	2r4iD1.pdb2
3dbhL1.pdb3	3dbhG1.pdb3
3dbhL1.pdb3	3dbhH1.pdb3
2imeA1.pdb1	2imeA2.pdb1
4m1uE1.pdb1	4m1uA1.pdb1
3r42A1.pdb2	3r42A2.pdb2
5h1aD1.pdb3	5h1aC1.pdb3
2r41C1.pdb3	2r41A1.pdb3
3r45A1.pdb1	3r45C1.pdb1
3r45B1.pdb1	3r45C1.pdb1
2r47A1.pdb1	2r47B1.pdb1
6r4pB1.pdb1	6r4pA1.pdb1
3r4dD1.pdb2	3r4dC1.pdb2
4r4mC2.pdb2	4r4mC1.pdb2
5dzqA1.pdb1	5dzqO1.pdb1
1o9iC1.pdb1	1o9iB1.pdb1
3u0aA1.pdb2	3u0aB1.pdb2
6r4rF1.pdb1	6r4rD1.pdb1
1r4aH1.pdb1	1r4aF1.pdb1
1uptB1.pdb1	1uptA1.pdb1
5fvlD1.pdb1	5fvlA1.pdb1
6fv4B1.pdb1	6fv4A1.pdb1
5fvjA1.pdb1	5fvjB1.pdb1
5fv8E1.pdb1	5fv8A1.pdb1
4mg3B1.pdb1	4mg3A1.pdb1
5fv9D1.pdb1	5fv9C1.pdb1
4fvjF1.pdb2	4fvjB1.pdb2
4j4sA1.pdb1	4j4sB1.pdb1
2fv2C1.pdb2	2fv2D1.pdb2
2fvuB1.pdb1	2fvuA1.pdb1
5fvdA1.pdb1	5fvdB1.pdb1
3fvvA1.pdb3	3fvvB1.pdb3
1fv1C1.pdb1	1fv1B1.pdb1
1fv1C1.pdb1	1fv1A1.pdb1
6fv5B1.pdb1	6fv5A1.pdb1
5fvkC1.pdb1	5fvkA1.pdb1
6fv8A1.pdb1	6fv8B1.pdb1
4g0dC1.pdb3	4g0dY1.pdb3
4jehA1.pdb2	4jehA2.pdb2
3fv6A1.pdb1	3fv6B1.pdb1
6fv0F1.pdb1	6fv0A1.pdb1
5fvmC1.pdb1	5fvmB1.pdb1
2mtpA1.pdb1	2mtpC1.pdb1
2mtpA1.pdb1	2mtpB1.pdb1
2n9yA1.pdb1	2n9yB1.pdb1
4mtlA1.pdb1	4mtlB1.pdb1
6mtwA1.pdb1	6mtwB1.pdb1
3mtrA1.pdb1	3mtrB1.pdb1
4mt8A1.pdb1	4mt8B1.pdb1
3mtvA2.pdb1	3mtvA1.pdb1
4m62T1.pdb1	4m62I1.pdb1
4m62T2.pdb2	4m62M3.pdb2
3n29B1.pdb1	3n29A1.pdb1
6mtiU1.pdb1	6mtiQ1.pdb1
2r83A1.pdb1	2r83B1.pdb1
3mtuF1.pdb2	3mtuB1.pdb2
1t8oB1.pdb1	1t8oA1.pdb1
4cmlA1.pdb1	4cmlA2.pdb1
5mtjB1.pdb1	5mtjA1.pdb1
5mtwC1.pdb1	5mtwA1.pdb1
5mtwD1.pdb1	5mtwF1.pdb1
5mtwE1.pdb1	5mtwF1.pdb1
1mtyC1.pdb1	1mtyE1.pdb1
1xvbC1.pdb1	1xvbD1.pdb1
1mtyC1.pdb1	1mtyH1.pdb1
1mtyG1.pdb1	1mtyD1.pdb1
1mtyE1.pdb1	1mtyD1.pdb1
4mtmA1.pdb1	4mtmA2.pdb1
6mtgA1.pdb1	6mtgB1.pdb1
1mtpB1.pdb1	1mtpA1.pdb1
4uhvA3.pdb2	4uhvA2.pdb2
5tj6A2.pdb1	5tj6A4.pdb1
4nrxH1.pdb1	4nrxP1.pdb1
4mt2A1.pdb1	4mt2A2.pdb1
5v1uF1.pdb2	5v1uB1.pdb2
5v1vD1.pdb2	5v1vB1.pdb2
4v17A1.pdb1	4v17B1.pdb1
3v1vA2.pdb1	3v1vA1.pdb1
3v1dB1.pdb2	3v1dC1.pdb2
5utsD1.pdb2	5utsC1.pdb2
1v1iC1.pdb1	1v1iA1.pdb1
3ax2C1.pdb2	3ax2D1.pdb2
4v1gB2.pdb1	4v1gC2.pdb1
4ohjB1.pdb2	4ohjB2.pdb2
4v15A1.pdb1	4v15B1.pdb1
1v1qB1.pdb1	1v1qA1.pdb1
4v1tB1.pdb1	4v1tD1.pdb1
4v1tB1.pdb1	4v1tA1.pdb1
5v3nB2.pdb1	5v3nA2.pdb1
5ktbB1.pdb1	5ktbA1.pdb1
1u5kA1.pdb1	1u5kB1.pdb1
1th1D1.pdb2	1th1B1.pdb2
5v1tA1.pdb1	5v1tB1.pdb1
5v13B1.pdb1	5v13A1.pdb1
5v1dD1.pdb1	5v1dA1.pdb1
4q2oE1.pdb3	4q2oF1.pdb3
4p5eA1.pdb2	4p5eB2.pdb2
3ziwB1.pdb1	3ziwA1.pdb1
2hyeD1.pdb1	2hyeC1.pdb1
3dqvC1.pdb1	3dqvA1.pdb1
3tduA1.pdb1	3tduC1.pdb1
4p5oK1.pdb1	4p5oB1.pdb1
4p5oB1.pdb1	4p5oE1.pdb1
3p5nA1.pdb1	3p5nB1.pdb1
5wasA1.pdb1	5wasC1.pdb1
4p5nA1.pdb1	4p5nB1.pdb1
3p51A1.pdb1	3p51A3.pdb1
4p5oF1.pdb2	4p5oG1.pdb2
2p5zX1.pdb1	2p5zX2.pdb1
4wx0A2.pdb1	4wx0A1.pdb1
4p5wB1.pdb1	4p5wA1.pdb1
2p5tG1.pdb3	2p5tE1.pdb3
2p5tE1.pdb3	2p5tF1.pdb3
2f8aB1.pdb1	2f8aA2.pdb1
2p5bI1.pdb1	2p5bA1.pdb1
4p5iA1.pdb1	4p5iA2.pdb1
2p58C1.pdb1	2p58B1.pdb1
2p58C1.pdb1	2p58A1.pdb1
2p58B1.pdb1	2p58A1.pdb1
6p50H1.pdb1	6p50C1.pdb1
6p67K1.pdb1	6p67B1.pdb1
1p5uB1.pdb1	1p5uC1.pdb1
1p5vA1.pdb1	1p5vB1.pdb1
1p5tB1.pdb1	1p5tA1.pdb1
1ro7A1.pdb1	1ro7C1.pdb1
3n9uB1.pdb1	3n9uC1.pdb1
2xb3A2.pdb1	2xb3A1.pdb1
4in1A1.pdb1	4in1A2.pdb1
1xb4C1.pdb2	1xb4D1.pdb2
2xbzB1.pdb1	2xbzB2.pdb1
4xbzC1.pdb2	4xbzD1.pdb2
5xboB1.pdb1	5xboA1.pdb1
1q6oB1.pdb1	1q6oA1.pdb1
5xbfA1.pdb1	5xbfB1.pdb1
3ilkB1.pdb1	3ilkA1.pdb1
4pzlA1.pdb1	4pzlB1.pdb1
4xb0B1.pdb1	4xb0A1.pdb1
1xb2B1.pdb1	1xb2A1.pdb1
4xbaB1.pdb1	4xbaA1.pdb1
5xbmA1.pdb1	5xbmC1.pdb1
5uphA1.pdb1	5uphB1.pdb1
5xbmC1.pdb1	5xbmB1.pdb1
5xdeD1.pdb1	5xdeC1.pdb1
2hdwB1.pdb3	2hdwA1.pdb3
5avoA1.pdb1	5avoB1.pdb1
4xb6E1.pdb1	4xb6D1.pdb1
4xb6E1.pdb1	4xb6G1.pdb1
4xb6F1.pdb1	4xb6H1.pdb1
4xb6B1.pdb1	4xb6C1.pdb1
4xb6H1.pdb1	4xb6G1.pdb1
4xb6C1.pdb1	4xb6G1.pdb1
2xbgA1.pdb1	2xbgA2.pdb1
4xbuA1.pdb1	4xbuB1.pdb1
1dmtA1.pdb2	1dmtA2.pdb2
1jylC1.pdb1	1jylD1.pdb1
5jyqA2.pdb3	5jyqA3.pdb3
5jyqA2.pdb3	5jyqB2.pdb3
3l9fD1.pdb1	3l9fA1.pdb1
1jycB2.pdb1	1jycQ2.pdb1
3jygA1.pdb1	3jygE1.pdb1
5jyxC1.pdb1	5jyxJ1.pdb1
4ebbA1.pdb4	4ebbB2.pdb4
1jyiA1.pdb1	1jyiP1.pdb1
3jy6B1.pdb1	3jy6A1.pdb1
3jyfA2.pdb3	3jyfA1.pdb3
1jyoF1.pdb1	1jyoC1.pdb1
1jyoA1.pdb1	1jyoC1.pdb1
1jyoF1.pdb1	1jyoE1.pdb1
5jyqB4.pdb2	5jyqB3.pdb2
5ljvE1.pdb1	5ljvF1.pdb1
5jymA1.pdb1	5jymB1.pdb1
5jylA1.pdb1	5jylB1.pdb1
4jyjB1.pdb1	4jyjB3.pdb1
3jz0B1.pdb1	3jz0A1.pdb1
5ilbA1.pdb1	5ilbB1.pdb1
4jysB2.pdb2	4jysA1.pdb2
6jyxB1.pdb1	6jyxA1.pdb1
5jy7B1.pdb1	5jy7I1.pdb1
4o7oA1.pdb1	4o7oB1.pdb1
6jy5E1.pdb1	6jy5B1.pdb1
5jyvA1.pdb1	5jyvB1.pdb1
1lwuJ1.pdb1	1lwuA1.pdb1
4rtbA2.pdb2	4rtbA1.pdb2
2d5mA1.pdb1	2d5mA2.pdb1
2bnkB1.pdb1	2bnkA1.pdb1
6bnpM1.pdb1	6bnpG1.pdb1
4ndjA2.pdb1	4ndjA1.pdb1
2bnmB2.pdb1	2bnmA2.pdb1
2fnuB1.pdb1	2fnuA1.pdb1
3bnwA1.pdb3	3bnwB2.pdb3
2bnlC1.pdb2	2bnlD1.pdb2
2wqfA1.pdb1	2wqfA2.pdb1
6bndB1.pdb1	6bndA1.pdb1
6bn1A1.pdb1	6bn1B1.pdb1
5xctB1.pdb1	5xctA1.pdb1
3cnuA2.pdb1	3cnuA1.pdb1
6bnhA1.pdb1	6bnhB1.pdb1
3akoH1.pdb4	3akoG1.pdb4
3bniB1.pdb1	3bniA1.pdb1
3bn7A2.pdb1	3bn7A1.pdb1
6d0hC1.pdb2	6d0hD1.pdb2
4wp9A1.pdb1	4wp9B1.pdb1
3kbhA1.pdb1	3kbhC1.pdb1
4d90A1.pdb3	4d90B1.pdb3
3d03D1.pdb4	3d03C1.pdb4
6d03C1.pdb1	6d03E1.pdb1
6d05C1.pdb1	6d05A1.pdb1
6d03E1.pdb1	6d03B1.pdb1
2d00C1.pdb1	2d00E1.pdb1
6d0jA1.pdb1	6d0jD1.pdb1
6d0jA1.pdb1	6d0jB1.pdb1
3d00A1.pdb1	3d00A2.pdb1
2d0oD1.pdb1	2d0oC1.pdb1
2d0oD1.pdb1	2d0oB1.pdb1
2d0oC1.pdb1	2d0oA1.pdb1
3cqxD1.pdb1	3cqxC1.pdb1
4c9sD1.pdb1	4c9sC1.pdb1
5d0oD1.pdb1	5d0oA1.pdb1
5aywE1.pdb1	5aywA1.pdb1
5d0qG1.pdb2	5d0qH1.pdb2
5d0qG1.pdb2	5d0qI1.pdb2
5d0oD1.pdb1	5d0oE1.pdb1
3d0wB1.pdb2	3d0wD1.pdb2
1d0qB1.pdb1	1d0qA1.pdb1
4umiA3.pdb1	4umiA2.pdb1
3d0fB1.pdb1	3d0fA1.pdb1
